A,B
P39314,P76083
P39285,P76083
P39282,P76083
P69937,P76083
P32703,P76083
P22634,P76083
P32135,P76083
P07000,P76083
P27837,P76083
P27836,P76083
P27833,P76083
P0AG00,P76083
P0A6U5,P76083
P26218,P76083
P25714,P76083
P31440,P76083
P31435,P76083
P0AG24,P76083
P0A6I6,P76083
P25740,P76083
P27126,P76083
P27127,P76083
P0AFV0,P76083
P37681,P76083
P37662,P76083
P23847,P76083
P37643,P76083
P28911,P76083
P37621,P76083
P0AEE1,P76083
P10121,P76083
P10907,P76083
P45804,P76083
P45546,P76083
P45537,P76083
P45756,P76083
P0ADZ0,P76083
P0ADV9,P76083
P42915,P76083
P42907,P76083
P42591,P76083
P76655,P76083
P20083,P76083
P26647,P76083
Q46836,P76083
P52060,P76083
P0A817,P76083
P0A8P8,P76083
Q46821,P76083
Q46798,P76083
P77031,P76083
Q46909,P76083
P52143,P76083
P60785,P76083
P65290,P76083
P39836,P76083
P67729,P76083
P0AA93,P76083
P0AA49,P76083
P52600,P76083
P76507,P76083
P77293,P76083
P77682,P76083
P76506,P76083
P10384,P76083
P77549,P76083
P39263,P76083
P0AFU2,P76083
P77215,P76083
P08194,P76083
P28246,P76083
P62723,P76083
P25747,P76083
P33341,P76083
P76417,P76083
P36554,P76083
P38097,P76083
P0A930,P76083
P71239,P76083
P0ACD2,P76083
P0AC88,P76083
P32056,P76083
P71243,P76083
P37759,P76083
P37749,P76083
P76373,P76083
P76269,P76083
P0AA91,P76083
P69451,P76083
P76230,P76083
P06611,P76083
P76198,P76083
P76197,P76083
P37340,P76083
P37597,P76083
P77389,P76083
P76190,P76083
P76186,P76083
P0AFS3,P76083
P0AAE5,P76083
P69212,P76083
P43531,P76083
P77228,P76083
P31122,P76083
P32051,P76083
P76137,P76083
P31826,P76083
P31827,P76083
P64426,P76083
P76115,P76083
P76103,P76083
P0AGH3,P76083
P0ADA7,P76083
P0A924,P76083
P39165,P76083
P76017,P76083
P76010,P76083
P75957,P76083
P0AB38,P76083
P16869,P76083
P0A6A8,P76083
P75942,P76083
P75933,P76083
P69367,P76083
P0AB31,P76083
P69434,P76083
P75905,P76083
P26458,P76083
P26459,P76083
P75870,P76083
P0A6Q3,P76083
P04951,P76083
P75835,P76083
P60869,P76083
P75806,P76083
P08506,P76083
P75788,P76083
P75780,P76083
P75777,P76083
P0A912,P76083
P0ABU9,P76083
P75750,P76083
P75733,P76083
P77202,P76083
P38054,P76083
P0AFA5,P76083
P31600,P76083
P77468,P76083
P77249,P76083
P43341,P76083
P77328,P76083
P75712,P76083
P39830,P76083
P0ADA5,P76083
P77488,P76083
P0A927,P76083
P77802,P76083
P21645,P76083
P0AEU7,P76083
P60472,P76083
P14900,P76083
P31679,P76083
P39206,P76083
P00804,P76083
Q47377,P77467
P0ADB7,P77467
P39386,P77467
P69856,P77467
P39357,P77467
P15030,P77467
P39352,P77467
P39321,P77467
P39314,P77467
P0AAE0,P77467
P25519,P77467
P39285,P77467
P00363,P77467
P0A8Q0,P77467
P69937,P77467
P39276,P77467
P32716,P77467
P32703,P77467
P0AF52,P77467
P0A6B4,P77467
P26602,P77467
P76773,P77467
P32135,P77467
P0A6P7,P77467
P21151,P77467
P0A921,P77467
P27837,P77467
P0AAA7,P77467
P27833,P77467
P26218,P77467
P31466,P77467
P31440,P77467
P31435,P77467
P0AG24,P77467
P25740,P77467
P27126,P77467
P27129,P77467
P0AFV0,P77467
P16916,P77467
P37663,P77467
P0AAG0,P77467
P0ADJ3,P77467
P37643,P77467
P37636,P77467
P28911,P77467
P10121,P77467
P0A9R7,P77467
P10906,P77467
P10907,P77467
P45762,P77467
P41443,P77467
P45756,P77467
P0AGA2,P77467
P16256,P77467
P16926,P77467
P0ADW3,P77467
P0ADV9,P77467
P0A7L8,P77467
P24228,P77467
P42915,P77467
P42907,P77467
P15373,P77467
P42628,P77467
P20083,P77467
P26647,P77467
P65298,P77467
Q46836,P77467
Q46817,P77467
Q46798,P77467
P0A935,P77467
P0ADA3,P77467
Q46892,P77467
P41052,P77467
P52143,P77467
P60785,P77467
P06616,P77467
P76578,P77467
P76577,P77467
P62620,P77467
P77774,P77467
P36548,P77467
P39836,P77467
P45564,P77467
P67729,P77467
P0AA93,P77467
P0AA49,P77467
P76506,P77467
P10384,P77467
P77399,P77467
P77549,P77467
P39263,P77467
P0AFU2,P77467
P76473,P77467
P77398,P77467
P77215,P77467
P09394,P77467
P33941,P77467
P33030,P77467
P17315,P77467
P25747,P77467
P33341,P77467
P76417,P77467
P76397,P77467
P38097,P77467
P0A930,P77467
P71239,P77467
P0ACD2,P77467
P32055,P77467
P32056,P77467
P37744,P77467
P37751,P77467
P76373,P77467
P07018,P77467
P07330,P77467
P0AA91,P77467
P69451,P77467
P0ABD1,P77467
P38055,P77467
P77529,P77467
P06611,P77467
P76198,P77467
P37340,P77467
P0A9H7,P77467
P37597,P77467
P76186,P77467
P0AFS3,P77467
P0AAE5,P77467
P69212,P77467
P31122,P77467
P31826,P77467
P31827,P77467
P77268,P77467
P24211,P77467
P76115,P77467
P76103,P77467
P0ADA7,P77467
P0A924,P77467
P61320,P77467
P62615,P77467
P13482,P77467
P76010,P77467
P75957,P77467
P0ADC3,P77467
P0AB38,P77467
P16869,P77467
P0AAI5,P77467
P69367,P77467
P0AB31,P77467
P75920,P77467
P0AE98,P77467
P69434,P77467
P75905,P77467
P26459,P77467
P04951,P77467
P27300,P77467
P75810,P77467
P0AEY8,P77467
P08506,P77467
P0A917,P77467
P75763,P77467
P09148,P77467
P0ABV6,P77467
P75742,P77467
P75728,P77467
P10100,P77467
P0AEB2,P77467
P15047,P77467
P23877,P77467
P23878,P77467
P11454,P77467
P38054,P77467
P31600,P77467
P09169,P77467
P77468,P77467
P43341,P77467
Q47208,P77467
P77328,P77467
P75712,P77467
P77759,P77467
P77400,P77467
P0AE06,P77467
P0AAG5,P77467
P77265,P77467
P77712,P77467
P0ADA5,P77467
P0ABJ3,P77467
P77726,P77467
P0A927,P77467
Q47536,P77467
P0A8U2,P77467
P37056,P77467
P0A722,P77467
P0AEU7,P77467
P45568,P77467
P07821,P77467
P33129,P77467
P31057,P77467
P36646,P77467
P0A9A6,P77467
P0ABH0,P77467
P22188,P77467
P0AEN4,P77467
P31679,P77467
P39206,P77467
P62623,P77467
P00804,P77467
P0ADB7,P76082
P0AFH8,P76082
P39386,P76082
P39381,P76082
P69856,P76082
P39357,P76082
P13036,P76082
P39352,P76082
P39314,P76082
P0AAE0,P76082
P39310,P76082
P25519,P76082
P39285,P76082
P39282,P76082
P00363,P76082
P0A8Q3,P76082
P69937,P76082
P32716,P76082
P32703,P76082
P0AF52,P76082
P0A6B4,P76082
P32137,P76082
P32135,P76082
P0A6P7,P76082
P21151,P76082
P07000,P76082
P0A921,P76082
P0AAA7,P76082
P27833,P76082
P0AG00,P76082
P0AC78,P76082
P17169,P76082
P31466,P76082
P31462,P76082
P31448,P76082
P31440,P76082
P25740,P76082
P27126,P76082
P27127,P76082
P27129,P76082
P27240,P76082
P37692,P76082
P0AFV0,P76082
P09053,P76082
P23847,P76082
P0AAG0,P76082
P37660,P76082
P37643,P76082
P0A9R7,P76082
P0AG80,P76082
P10906,P76082
P10907,P76082
P67143,P76082
P45546,P76082
P45537,P76082
P36678,P76082
P41442,P76082
P45756,P76082
P16256,P76082
P24182,P76082
P0ADW3,P76082
P0A761,P76082
P45420,P76082
P0ADV9,P76082
P0A7L8,P76082
P42907,P76082
P20083,P76082
P26647,P76082
P65298,P76082
P0ABU7,P76082
Q46836,P76082
P0A817,P76082
Q46817,P76082
Q46892,P76082
P52143,P76082
P0AGD7,P76082
P07021,P76082
P60785,P76082
P06616,P76082
P24224,P76082
P76577,P76082
P77774,P76082
P24177,P76082
P39836,P76082
P0AA93,P76082
P0AA49,P76082
P77549,P76082
P39263,P76082
P76473,P76082
P77215,P76082
P33941,P76082
P28246,P76082
P0A930,P76082
P76387,P76082
P71239,P76082
P0ACD2,P76082
P32055,P76082
P32056,P76082
P32057,P76082
P37749,P76082
P37751,P76082
P76373,P76082
P0ABF8,P76082
P07330,P76082
P24205,P76082
P05041,P76082
P76230,P76082
P38055,P76082
P77529,P76082
P06611,P76082
P38135,P76082
P76197,P76082
P69776,P76082
P0A9H7,P76082
P28224,P76082
P0AAE5,P76082
P69212,P76082
P43531,P76082
P31122,P76082
P31826,P76082
P31827,P76082
P76115,P76082
P76103,P76082
P64451,P76082
P51981,P76082
P0AAH4,P76082
P0ADA7,P76082
P77737,P76082
P23843,P76082
P61320,P76082
P62615,P76082
P76017,P76082
P18196,P76082
P0ADC3,P76082
P0AB38,P76082
P16869,P76082
P75942,P76082
P69367,P76082
P0AB26,P76082
P0AB31,P76082
P75920,P76082
P69434,P76082
P26459,P76082
P04951,P76082
P37443,P76082
P08506,P76082
P75788,P76082
P0A917,P76082
P09147,P76082
P09148,P76082
P0A912,P76082
P75742,P76082
P75728,P76082
P0ADC1,P76082
P10100,P76082
P77202,P76082
P0AEJ2,P76082
P38054,P76082
P0AFA5,P76082
P77328,P76082
P75712,P76082
P77759,P76082
P77400,P76082
P0AE06,P76082
P0AAG5,P76082
P77712,P76082
P0ABJ3,P76082
P77726,P76082
P0A9J4,P76082
P22939,P76082
P77488,P76082
P0A927,P76082
P77802,P76082
P0A722,P76082
P0A6Q6,P76082
P60472,P76082
P22188,P76082
P31679,P76082
P39206,P76082
P39310,P76080
P0AC78,P76080
P10121,P76080
P45425,P76080
P06996,P76080
P0AFI5,P76080
P0AGH3,P76080
P0A915,P76080
P0A6A8,P76080
P21645,P76080
P14900,P76080
P0ADN6,P77455
P0AFH8,P77455
P39386,P77455
P39381,P77455
P30130,P77455
P69856,P77455
P39357,P77455
P15028,P77455
P15030,P77455
P15029,P77455
P39321,P77455
P25519,P77455
P39285,P77455
P39282,P77455
P0A8Q0,P77455
P0A901,P77455
P39276,P77455
P30845,P77455
P32716,P77455
P32703,P77455
P0AF52,P77455
P32687,P77455
P32137,P77455
P32135,P77455
P0A921,P77455
P26218,P77455
P31466,P77455
P60872,P77455
P31435,P77455
P0AG24,P77455
P0AFV0,P77455
P0AEG1,P77455
P0AAG0,P77455
P37660,P77455
P37643,P77455
P37626,P77455
P0AG80,P77455
P10907,P77455
P13656,P77455
P41442,P77455
P45756,P77455
P0ADZ0,P77455
P45425,P77455
P45420,P77455
P0AAD2,P77455
P42907,P77455
P15373,P77455
P65298,P77455
P0C0S1,P77455
P0A8P8,P77455
Q46798,P77455
P52143,P77455
P0A937,P77455
P60785,P77455
P77774,P77455
P65290,P77455
P67729,P77455
P76507,P77455
P77293,P77455
P0AFU2,P77455
P45508,P77455
P33941,P77455
P0A9I5,P77455
P62723,P77455
P25747,P77455
P33341,P77455
P76398,P77455
P38097,P77455
P07330,P77455
P0AA91,P77455
P06609,P77455
P37340,P77455
P76186,P77455
P76185,P77455
P28224,P77455
Q47706,P77455
P0AAE5,P77455
P76137,P77455
P31826,P77455
P64426,P77455
P76103,P77455
P0AEB5,P77455
P77348,P77455
P76045,P77455
Q47622,P77455
P0AEK4,P77455
P39165,P77455
P76017,P77455
P0C960,P77455
P76008,P77455
P75957,P77455
P0AB38,P77455
P75946,P77455
P16869,P77455
P28306,P77455
P0AAI5,P77455
P0A6A8,P77455
P69367,P77455
P0AB31,P77455
P75870,P77455
P75835,P77455
P75810,P77455
P08506,P77455
P75804,P77455
P0A917,P77455
P75777,P77455
P75763,P77455
P0ABV6,P77455
P0AD65,P77455
P0AEB2,P77455
P77202,P77455
P15047,P77455
P11454,P77455
P38054,P77455
P31600,P77455
P43341,P77455
P39830,P77455
P77712,P77455
P0ADA5,P77455
P0AG90,P77455
P0ABC9,P77455
P77802,P77455
P63224,P77455
P63228,P77455
P40710,P77455
P10441,P77455
P0A722,P77455
P0A940,P77455
P45568,P77455
P07822,P77455
P31057,P77455
P0A725,P77455
P14900,P77455
P22188,P77455
P31679,P77455
P0ADN6,P77747
P39396,P77747
P69856,P77747
P15028,P77747
P39321,P77747
P0ABC3,P77747
P25519,P77747
P39285,P77747
P39282,P77747
P0AC47,P77747
P0A8Q0,P77747
P0A8Q3,P77747
P39276,P77747
P30845,P77747
P32703,P77747
P32687,P77747
P0ABT8,P77747
P32137,P77747
P0A921,P77747
P27837,P77747
P31474,P77747
P0A6U5,P77747
P26218,P77747
P60872,P77747
P31448,P77747
P31442,P77747
P31435,P77747
P0AG24,P77747
P0AFV0,P77747
P37681,P77747
P0AEG1,P77747
P37660,P77747
P37643,P77747
P37626,P77747
P0A9R7,P77747
P10907,P77747
P67143,P77747
P0A6U8,P77747
P45546,P77747
P36678,P77747
P41442,P77747
P45756,P77747
P0ADZ0,P77747
P24181,P77747
P46481,P77747
P45425,P77747
P64596,P77747
P42907,P77747
P15373,P77747
P76655,P77747
Q46836,P77747
P0C0S1,P77747
Q46798,P77747
P13445,P77747
Q46892,P77747
P52143,P77747
P60785,P77747
P65290,P77747
P67729,P77747
P52600,P77747
P76507,P77747
P77293,P77747
P39263,P77747
P77215,P77747
P09394,P77747
P45508,P77747
P0A9I5,P77747
P33030,P77747
P62723,P77747
P0A6T5,P77747
P33341,P77747
P38097,P77747
P37749,P77747
P07017,P77747
P07330,P77747
P76269,P77747
P05041,P77747
P37340,P77747
P0AAE5,P77747
P69212,P77747
P76137,P77747
P64426,P77747
P24211,P77747
P76103,P77747
P77348,P77747
P0A862,P77747
P76045,P77747
P0AAH4,P77747
P0A924,P77747
P77737,P77747
P62615,P77747
P76017,P77747
P76008,P77747
P0ADC3,P77747
P75948,P77747
P0AB38,P77747
P28305,P77747
P69367,P77747
P0ACV0,P77747
P69434,P77747
P75905,P77747
P26459,P77747
P75870,P77747
P0AFW2,P77747
P0AAZ7,P77747
P75810,P77747
P75809,P77747
P0AEY8,P77747
P75792,P77747
P75777,P77747
P75763,P77747
P0A912,P77747
P77779,P77747
P75728,P77747
P0ADC1,P77747
P0A8J4,P77747
P11454,P77747
P38054,P77747
P77214,P77747
P37325,P77747
P77328,P77747
P39830,P77747
P77265,P77747
P0ADA5,P77747
P0ABJ1,P77747
Q47534,P77747
P77802,P77747
P10408,P77747
P14900,P77747
P0AEN4,P77747
P0ABQ4,P77747
P39206,P77747
P62623,P77747
P0AAE0,P0AEB5
P0A908,P0AEB5
P62615,P0AEB5
P0AAI9,P0AEB5
P0ACV0,P0AEB5
P75905,P0AEB5
P38134,P0AEB5
P0A6Q3,P0AEB5
P08506,P0AEB5
P75804,P0AEB5
P0A917,P0AEB5
P0AA84,P0AEB5
P0A912,P0AEB5
P10100,P0AEB5
P37325,P0AEB5
P09169,P0AEB5
P43341,P0AEB5
P77712,P0AEB5
Q47536,P0AEB5
Q47534,P0AEB5
P0ABC9,P0AEB5
P0A940,P0AEB5
P60472,P0AEB5
P0C0V0,P0AEB5
P02919,P0AEB5
P31666,P0AEB5
P13016,P0AEB5
P0ABH0,P0AEB5
P62623,P0AEB5
P0ADN6,P77348
P39398,P77348
P02942,P77348
P39381,P77348
P30130,P77348
P39357,P77348
P15028,P77348
P39352,P77348
P39321,P77348
P39314,P77348
P25519,P77348
P39285,P77348
P39282,P77348
P69937,P77348
P30845,P77348
P32716,P77348
P32703,P77348
P0AF52,P77348
P32687,P77348
P06129,P77348
P32137,P77348
P76773,P77348
P07000,P77348
P0A921,P77348
P27837,P77348
P31474,P77348
P26218,P77348
P31466,P77348
P31462,P77348
P60872,P77348
P31442,P77348
P0AG24,P77348
P27128,P77348
P11290,P77348
P0AFV0,P77348
P23847,P77348
P0AAG0,P77348
P37660,P77348
P37643,P77348
P37636,P77348
P36837,P77348
P0AEE1,P77348
P10906,P77348
P10907,P77348
P07762,P77348
P11557,P77348
P45546,P77348
P36678,P77348
P45756,P77348
P0ADZ0,P77348
P46481,P77348
P45425,P77348
P0AG48,P77348
P0AAD2,P77348
P42907,P77348
P42628,P77348
P42590,P77348
P65298,P77348
Q46817,P77348
P63340,P77348
P77031,P77348
P0A937,P77348
P60785,P77348
P06616,P77348
P65290,P77348
P45564,P77348
P52599,P77348
P76507,P77348
P77549,P77348
P39263,P77348
P0A9M8,P77348
P0AFU2,P77348
P33941,P77348
P33030,P77348
P17315,P77348
P33341,P77348
P76398,P77348
P76397,P77348
P38097,P77348
P76352,P77348
P0AF06,P77348
P07017,P77348
P0A9H9,P77348
P76269,P77348
P76230,P77348
P77529,P77348
P06609,P77348
P76198,P77348
P76185,P77348
P28224,P77348
P31122,P77348
P76137,P77348
P31826,P77348
P64426,P77348
P24211,P77348
P0AGH3,P77348
P0AAH4,P77348
P0A915,P77348
P0A6H8,P77348
P0AFH2,P77348
P23843,P77348
P39165,P77348
P75958,P77348
P75957,P77348
P75948,P77348
P28305,P77348
P0AAI9,P77348
P21513,P77348
P69367,P77348
P0AB26,P77348
P0ACV0,P77348
P0AB31,P77348
P75905,P77348
P38683,P77348
P75882,P77348
P0A6Q3,P77348
P22523,P77348
P0AB01,P77348
P27300,P77348
P37443,P77348
P75810,P77348
P0AEY8,P77348
P75788,P77348
P0A912,P77348
P75750,P77348
P77779,P77348
P75728,P77348
P0AD65,P77348
P0AEB2,P77348
P77202,P77348
P15047,P77348
P23876,P77348
P23877,P77348
P23878,P77348
P13039,P77348
P05825,P77348
P77468,P77348
P77328,P77348
P75712,P77348
P0AE06,P77348
P0AAG5,P77348
P0ADA5,P77348
P0ABJ1,P77348
P0AG90,P77348
P63224,P77348
P10441,P77348
P0A940,P77348
P33129,P77348
P13016,P77348
P10408,P77348
P14900,P77348
P31679,P77348
P31553,P77348
P0AFT8,P51981
P56976,P51981
P0AGC3,P51981
P18390,P51981
P39357,P51981
P15030,P51981
P0AF96,P51981
P39321,P51981
P39295,P51981
P0ABC3,P51981
P0ABC7,P51981
P25519,P51981
P39285,P51981
P39282,P51981
P0AC47,P51981
P0A8Q0,P51981
P0A8Q3,P51981
P69937,P51981
P32714,P51981
P0ABN1,P51981
P32687,P51981
P22634,P51981
P06129,P51981
P0ACU5,P51981
P0ADQ2,P51981
P76773,P51981
P0A6P7,P51981
P21177,P51981
P07000,P51981
P09127,P51981
P27832,P51981
P27828,P51981
P0A6U5,P51981
P0ACC7,P51981
P17169,P51981
P31448,P51981
P0AG24,P51981
P0A6I6,P51981
P25742,P51981
P27127,P51981
P27240,P51981
P27243,P51981
P37692,P51981
P67910,P51981
P25666,P51981
P0AFV0,P51981
P09053,P51981
P37663,P51981
P37662,P51981
P0AAG0,P51981
P37643,P51981
P37636,P51981
P28911,P51981
P0A9R7,P51981
P10905,P51981
P0A6U8,P51981
P02918,P51981
P45762,P51981
P41443,P51981
P45757,P51981
P45756,P51981
P0ADZ0,P51981
P0AGA2,P51981
P24181,P51981
P16256,P51981
P24182,P51981
P0ADW3,P51981
P45425,P51981
P46022,P51981
P64610,P51981
P0ADV1,P51981
P0ADV9,P51981
P0AG48,P51981
P0A7L8,P51981
P0AAD2,P51981
P64599,P51981
P42907,P51981
P42628,P51981
P42590,P51981
P76655,P51981
P02930,P51981
P26647,P51981
P0ABU7,P51981
Q46836,P51981
P0A817,P51981
P0A8P8,P51981
Q46821,P51981
P39196,P51981
P63883,P51981
P77031,P51981
Q46909,P51981
P62617,P51981
P13445,P51981
P17115,P51981
P69913,P51981
P0AEJ0,P51981
P52143,P51981
P60785,P51981
P06616,P51981
P24224,P51981
P77774,P51981
P0A903,P51981
P24177,P51981
P77173,P51981
P45564,P51981
P67729,P51981
P0ACV2,P51981
P52599,P51981
P76507,P51981
P76506,P51981
P10384,P51981
P76503,P51981
P77399,P51981
P0C0T5,P51981
P76474,P51981
P76473,P51981
P76472,P51981
P77398,P51981
P77757,P51981
P77690,P51981
P08194,P51981
P09394,P51981
P45508,P51981
P33941,P51981
P33030,P51981
P25747,P51981
P0AD14,P51981
P33341,P51981
P76398,P51981
P38097,P51981
P28249,P51981
P76387,P51981
P77414,P51981
P71237,P51981
P71239,P51981
P0AC88,P51981
P32055,P51981
P24174,P51981
P24175,P51981
P37760,P51981
P37749,P51981
P37751,P51981
P76372,P51981
P33013,P51981
P0ABF8,P51981
P07017,P51981
P07330,P51981
P0AA91,P51981
P0A908,P51981
P06611,P51981
P23898,P51981
P37597,P51981
P76190,P51981
P76186,P51981
P0A905,P51981
P28224,P51981
Q47706,P51981
P76137,P51981
P31827,P51981
P64426,P51981
P77790,P51981
P77308,P51981
P0C0L2,P51981
P76103,P51981
P77467,P51981
P77455,P51981
P0AGH3,P51981
P0AGH5,P51981
P0A924,P51981
P0A915,P51981
P61320,P51981
P62615,P51981
P76017,P51981
P76008,P51981
P75958,P51981
P0ADC3,P51981
P75948,P51981
P0AB38,P51981
P28306,P51981
P28305,P51981
P0AAI5,P51981
P27247,P51981
P75933,P51981
P0AB26,P51981
P0AB31,P51981
P33136,P51981
P0AE98,P51981
P69434,P51981
P38134,P51981
P26459,P51981
P0AFZ5,P51981
P02931,P51981
P22523,P51981
P04951,P51981
P27300,P51981
P75835,P51981
P75809,P51981
P75804,P51981
P75777,P51981
P0AA84,P51981
P09147,P51981
P09148,P51981
P75750,P51981
P75733,P51981
P23930,P51981
P0ADC1,P51981
P0AD65,P51981
P10100,P51981
P0A8J4,P51981
P0ADI4,P51981
P23877,P51981
P23878,P51981
P11454,P51981
P13039,P51981
P31600,P51981
P37325,P51981
P77249,P51981
P43341,P51981
P75712,P51981
P77400,P51981
P39830,P51981
P0AE06,P51981
P0AE16,P51981
P0ABJ1,P51981
P0A9J4,P51981
P22939,P51981
P0A927,P51981
P0ADZ7,P51981
Q47536,P51981
Q47534,P51981
Q47151,P51981
P10441,P51981
P0A722,P51981
P0A6Q6,P51981
P21645,P51981
P60472,P51981
P0C0V0,P51981
P07822,P51981
P06971,P51981
P02919,P51981
P31057,P51981
P31663,P51981
P0A725,P51981
P0A9A6,P51981
P14900,P51981
P22188,P51981
P0AEN4,P51981
P0ABQ4,P51981
P62623,P51981
P56258,Q47622
P0AFH8,Q47622
P39381,Q47622
P30130,Q47622
P39357,Q47622
P15030,Q47622
P15029,Q47622
P39352,Q47622
P0ADC6,Q47622
P39321,Q47622
P0AAE0,Q47622
P0ABC3,Q47622
P25519,Q47622
P39285,Q47622
P39282,Q47622
P00363,Q47622
P32716,Q47622
P32703,Q47622
P0AF52,Q47622
P32687,Q47622
P06709,Q47622
P32137,Q47622
P07000,Q47622
P0A921,Q47622
P27833,Q47622
P31474,Q47622
P31466,Q47622
P0AC75,Q47622
P25740,Q47622
P27129,Q47622
P37692,Q47622
P25666,Q47622
P0AFV0,Q47622
P0AAG0,Q47622
P37660,Q47622
P37643,Q47622
P37636,Q47622
P36837,Q47622
P37626,Q47622
P28911,Q47622
P0AEE1,Q47622
P0A9R7,Q47622
P67143,Q47622
P13656,Q47622
P41443,Q47622
P41442,Q47622
P45757,Q47622
P45756,Q47622
P0ADZ0,Q47622
P0AGA2,Q47622
P16256,Q47622
P0ADW3,Q47622
P45395,Q47622
P0AG48,Q47622
P0A7L8,Q47622
P24228,Q47622
P0AAD2,Q47622
P64599,Q47622
P64596,Q47622
P15373,Q47622
P42628,Q47622
P20083,Q47622
P0C066,Q47622
P0A817,Q47622
P0C0S1,Q47622
Q46821,Q47622
P77031,Q47622
P62617,Q47622
P0ADA3,Q47622
P41052,Q47622
P52143,Q47622
P0A937,Q47622
P0AGD7,Q47622
P07021,Q47622
P06616,Q47622
P24224,Q47622
P67729,Q47622
P0AA49,Q47622
P52599,Q47622
P76507,Q47622
P77293,Q47622
P76503,Q47622
P76474,Q47622
P09394,Q47622
P0A9I5,Q47622
P0A6T5,Q47622
P0AFI5,Q47622
P33341,Q47622
P36554,Q47622
P38097,Q47622
P0A930,Q47622
P76387,Q47622
P71237,Q47622
P0AC88,Q47622
P32055,Q47622
P71244,Q47622
P37748,Q47622
P37749,Q47622
P77754,Q47622
P77529,Q47622
P06609,Q47622
P0A9H7,Q47622
P76190,Q47622
Q47706,Q47622
P0AAE5,Q47622
P77228,Q47622
P31122,Q47622
P76137,Q47622
P31826,Q47622
P64426,Q47622
P24211,Q47622
P76115,Q47622
P76083,Q47622
P77467,Q47622
P76017,Q47622
P76010,Q47622
P75957,Q47622
P0ADC3,Q47622
P0AB38,Q47622
P21513,Q47622
P75933,Q47622
P0A917,Q47622
P75763,Q47622
P75728,Q47622
P0ADC1,Q47622
P10100,Q47622
P23877,Q47622
P23878,Q47622
P11454,Q47622
P0AFA5,Q47622
P31600,Q47622
P09169,Q47622
P77468,Q47622
P77328,Q47622
P77712,Q47622
P22939,Q47622
P77488,Q47622
Q47534,Q47622
Q47146,Q47622
P10441,Q47622
P21645,Q47622
P0A940,Q47622
P0C0V0,Q47622
P36646,Q47622
P0A9A6,Q47622
P14900,Q47622
P0ABQ4,Q47622
P62623,Q47622
P0AFH8,P0AGH3
P39398,P0AGH3
P39381,P0AGH3
P30130,P0AGH3
P39321,P0AGH3
P0AAE0,P0AGH3
P39285,P0AGH3
P39276,P0AGH3
P32703,P0AGH3
P0AF52,P0AGH3
P0A6B4,P0AGH3
P32687,P0AGH3
P32137,P0AGH3
P32135,P0AGH3
P21151,P0AGH3
P07000,P0AGH3
P09127,P0AGH3
P0ACB7,P0AGH3
P27833,P0AGH3
P31462,P0AGH3
P60872,P0AGH3
P31442,P0AGH3
P0AG24,P0AGH3
P25740,P0AGH3
P27126,P0AGH3
P27127,P0AGH3
P27128,P0AGH3
P0AFV0,P0AGH3
P37681,P0AGH3
P23847,P0AGH3
P37660,P0AGH3
P37643,P0AGH3
P10906,P0AGH3
P10907,P0AGH3
P45804,P0AGH3
P45546,P0AGH3
P45537,P0AGH3
P13656,P0AGH3
P36678,P0AGH3
P45756,P0AGH3
P24182,P0AGH3
P16926,P0AGH3
P0A761,P0AGH3
P0ADV1,P0AGH3
P0ADV9,P0AGH3
P0A7L8,P0AGH3
P0AAD2,P0AGH3
P42907,P0AGH3
P42628,P0AGH3
P42591,P0AGH3
P20083,P0AGH3
P52060,P0AGH3
P0A817,P0AGH3
P0A8P8,P0AGH3
Q46821,P0AGH3
P63340,P0AGH3
P33644,P0AGH3
P60785,P0AGH3
P67729,P0AGH3
P52599,P0AGH3
P76507,P0AGH3
P77293,P0AGH3
P77682,P0AGH3
P77549,P0AGH3
P36554,P0AGH3
P71239,P0AGH3
P0AC88,P0AGH3
P71243,P0AGH3
P37748,P0AGH3
P37749,P0AGH3
P76373,P0AGH3
P69451,P0AGH3
P0A908,P0AGH3
P38055,P0AGH3
P37340,P0AGH3
P0A9H7,P0AGH3
P77389,P0AGH3
Q47706,P0AGH3
P69212,P0AGH3
P43531,P0AGH3
P32051,P0AGH3
P76137,P0AGH3
P62615,P0AGH3
P0AB38,P0AGH3
P0A6A8,P0AGH3
P0AB31,P0AGH3
P0AE98,P0AGH3
P69434,P0AGH3
P75882,P0AGH3
P26459,P0AGH3
P0AFZ5,P0AGH3
P21503,P0AGH3
P75810,P0AGH3
P08506,P0AGH3
P75763,P0AGH3
P0A912,P0AGH3
P0ABV6,P0AGH3
P0ABU9,P0AGH3
P75742,P0AGH3
P77779,P0AGH3
P75728,P0AGH3
P38054,P0AGH3
P77239,P0AGH3
P77249,P0AGH3
P39830,P0AGH3
P77488,P0AGH3
P77802,P0AGH3
P63224,P0AGH3
P60472,P0AGH3
P00804,P0AGH3
P0ADB7,P0AGH5
P39398,P0AGH5
P39381,P0AGH5
P69856,P0AGH5
P15030,P0AGH5
P0ADC6,P0AGH5
P39321,P0AGH5
P0AAE0,P0AGH5
P39285,P0AGH5
P39282,P0AGH5
P39276,P0AGH5
P32703,P0AGH5
P32687,P0AGH5
P32137,P0AGH5
P27833,P0AGH5
P0AG24,P0AGH5
P25740,P0AGH5
P27126,P0AGH5
P27128,P0AGH5
P0AFV0,P0AGH5
P37662,P0AGH5
